      +40.0000        +5.0000
       +0.0000        +5.0000
       +0.0000        +0.0000
       +5.0000        +5.0000
       +0.0000        +5.0000
       +5.0000        +5.0000
       +5.0000        +0.0000
      +10.0000        +0.0000
      +12.5000        +8.0000
      +12.5000        +8.0000
      +15.0000        +0.0000
      +20.0000        +0.0000
      +20.0000        +5.0000
      +25.0000        +5.0000
      +25.0000        +0.0000
       +0.0000        +0.0000
       +5.0000        +0.0000
      +10.0000        +0.0000
      +15.0000        +0.0000
      +18.0000        +7.0000
      +26.0000        +7.0000
      +26.0000        -2.0000
      +18.0000        -2.0000
      +32.5000        +5.0000
       +0.0000       +25.0000
       +0.0000       +25.0000
       +0.0000       +25.0000
       +0.0000       +25.0000
      +12.5000       +25.0000
      +12.5000       +20.0000
      +30.0000       +25.0000
      +35.0000       +25.0000
      +35.0000       +20.0000
      +30.0000       +20.0000
      +27.4772        +0.0000
      +16.5228        +5.0000
      +40.0000        +5.0000
      +45.0000        +5.0000
      +50.0000        +5.0000
      +50.0000        +0.0000
      +45.0000        +0.0000
      +40.0000        +0.0000
